listing_id,artist,title,label,catno,format,release_id,status,price,listed,comments,media_condition,sleeve_condition,accept_offer,external_id,weight,format_quantity,flat_shipping,location
687970373,Various,Om: Hip Hop Volume One,OM Hip Hop,OM 249,"CD, Comp",1050488,For Sale,6.49,2019-09-05 22:59:23,"New and Sealed, Sharp, includes hype sticker.. GRAB IT!  ILL UNDERGROUND COMPILATION!",Mint (M),Mint (M),Y,,0,1,0.0,
687970498,Various,Reggae Christmas,BCI Music,BCCD 783,"CD, Comp",3272190,Draft,6.49,2019-09-05 22:59:23,NICE!  Fun X-mas Album!  Disc and inserts are all excellent..,Near Mint (NM or M-),Near Mint (NM or M-),Y,,0,1,0.0,
687970499,Various,Rêve,Sony Classical,SK 63300,"CD, Comp",2810444,For Sale,6.49,2019-09-05 22:59:23,glossy double fold card case is nice as pictured..  CD is very clean with minimal marks.. a very nice copy!,Near Mint (NM or M-),Very Good Plus (VG+),Y,,0,0,0.0,
687970374,Various,"Robert Ffrench, Heavy D And Friends",Real Authentic Sound,RAS 3146,"CD, Comp",2784574,For Sale,6.49,2019-09-05 22:59:23,Disc and inserts are shiny unmarked excellent.. Like New!  Clean jewel case!  IN A BUNDLE!!!,Near Mint (NM or M-),Near Mint (NM or M-),Y,,0,1,0.0,
687970500,Various,Sexy Mix USA  Vol.1,"Quality Records (2), Warlock Records",QALCD-6728-2,"CD, Comp",5204689,For Sale,6.49,2019-09-05 22:59:23,LIKE NEW!   Classic R&B tracks for your soul :-)  AS Seen On TV.. Yo!  :-)  Grab It!,Near Mint (NM or M-),Near Mint (NM or M-),Y,,0,1,0.0,
687970501,Various,Unlimited Ambient,Gruppo Futura,none,"CD, Comp, Jew",1127784,For Sale,6.49,2019-09-05 22:59:23,Sealed! Perfect! Excellent compilation of respected space cadets :-),Mint (M),Mint (M),Y,,0,0,0.0,
687970502,Verbs,Unlocked,Gotee Records,GTD72893,CD,4854084,For Sale,6.49,2019-09-05 22:59:23,"Disc is unmarked excellent.. Inserts are also unmarked and Like New..  very clean jewel case.. no cuts, holes, etc..   Tight Christian Hip-Hop!",Near Mint (NM or M-),Near Mint (NM or M-),Y,,0,1,0.0,
687970504,"Wynton Marsalis, English Chamber Orchestra",In Gabriel's Garden,Sony Classical,SK 66244,CD,1000326,For Sale,6.49,2019-09-05 22:59:23,"Disc is unmarked excellent.. and Inner artworks are also sharp, clean excellent..  Original jewel case is also like new.. Beautiful Classical Music!  Hard-To-Find!",Near Mint (NM or M-),Near Mint (NM or M-),Y,,0,1,0.0,
687970375,Zhané,Saturday Night,"Motown, Illtown (2)",314 530 751-2,"CD, Album",3312084,For Sale,6.49,2019-09-05 22:59:23,All around excellent.. Disc and inner artworks are excellent! Original jewel case has minor surface marks..,Near Mint (NM or M-),Near Mint (NM or M-),Y,,0,0,0.0,
687970649,Leo Minor,Cold War,Grid Systems Records,GSR-003,"7"", Single, Ltd",6997260,For Sale,8.49,2019-09-05 22:59:24,"[HipHop] New Item!   THE inimitable Jason Todd - Milwaukee Underground Funk Dojo Master!  Stamped center labels, white cover is sharp, Stored in plastic sleeve  Limited Issue!",Mint (M),Mint (M),Y,extra copy in 7 inch,0,1,0.0,
687970607,Roach Motel,The Night,Junior Boy's Own,JBO 41,"12""",14725,Sold,5.99,2019-09-05 22:59:24,"[House-Deep] VG+ Vinyl is very nice and clean, minor surface sweep.  Play tested and sounds fantastic!  Clean center labels.  JBO cover has edge-rub wear, yet nice and solid. ",Very Good Plus (VG+),Very Good (VG),Y,,0,1,0.0,
687971005,Aaron Ochoa,Release,"Genius Insanity, Smirnoff",001,"CD, Enh, Mixed",174440,Sold,6.49,2019-09-05 22:59:25,"New, Factory Sealed..  No Cuts, Holes or Markings..  Tight House Mix!!  Derrick Carter, Iz and Diz, Brett Johnson, JT Donaldson!",Mint (M),Mint (M),Y,amz,0,1,0.0,
687971006,Aeon (16),6th Element,Audiotribe,none,"CDr, Mixed, Promo",3875154,For Sale,6.49,2019-09-05 22:59:25,Disc is shiny excellent..  generic slim jewel case..  no inserts.. RARE Promo Mix CD !,Very Good Plus (VG+),Not Graded,Y,,0,1,0.0,
687971008,CJ Lewis,Dollars,"MCA Records, Black Market International",MCD 11131,"CD, Album",5930379,For Sale,6.49,2019-09-05 22:59:25,"Disc is shiny unmarked excellent.. Inserts are also Like New! Clean jewel case.. No cuts, holes or markings..  As Pictured!",Near Mint (NM or M-),Near Mint (NM or M-),Y,amz,0,1,0.0,
687971009,Commander Tom,Damn Trance,Topaz,TZ-2638-2,"CD, Mixed",432183,For Sale,6.49,2019-09-05 22:59:25,FACTORY SEALED!  Grab It!,Mint (M),Mint (M),Y,,0,0,0.0,
687971010,Crushstory (2),A+ Electric,PopKid Records,PKD014,"CD, Gre",3773943,For Sale,6.49,2019-09-05 22:59:25,RARE 1st Pressing!  Green CD Face..  Disc and inserts are both Like New..  GRAB IT!,Near Mint (NM or M-),Near Mint (NM or M-),Y,,0,1,0.0,
687970979,Forever Sweet,Super Trouper,Ladomat 2000,LADOMAT 2060,"12""",44515,Sold,5.99,2019-09-05 22:59:25,[ezra1]  VG+++ Vinyl is Shiny Excellent.. sounds fabulous!  clean center labels.. Original Ladomat cover is also nice with minor edge wear and scuff at cover center hole..,Very Good Plus (VG+),Very Good Plus (VG+),N,,0,1,0.0,
687970903,WUZ,All Right,Poumtchak,08,"12""",9830,Draft,6.49,2019-09-05 22:59:25,"[House-Disco] VG+++ Vinyl is clean, shiny excellent. Sounds fabulous!  Clean center labels and Like New Poumtchak cover is Sharp, stored in plastic sleeve.  French House Disco n Deep JAMZ!!",Very Good Plus (VG+),Near Mint (NM or M-),Y,,0,1,0.0,
687974113,ADNY,Forms EP,Ransom Note US,RNPT 03,"12"", EP",1450128,For Sale,8.49,2019-09-05 22:59:38,[House-Minimal] New Item!  Picture cover is sharp!  stored in plastic sleeve.  Alexi Delano!!  ,Mint (M),Mint (M),Y,,0,1,0.0,
687974061,The Arsonists,The Session,Fondle 'Em,FE003,"12""",248701,For Sale,9.49,2019-09-05 22:59:38,[J-Anonymous][hiphop] DOUBLES! Both Vinyl are VG++ nice and clean.. Cleaned and play tested! Sounds VG++ fantastic!  Clean center labels. Black cover as shown is also VG+ nice with minor wear. DOUBLES! 2 platters in one sleeve!! ,Very Good Plus (VG+),Generic,Y,,0,1,0.0,
687974114,Break Machine,Street Dance,"Sire, Sire","0-20189, 9 20189-0","12"", Maxi",119762,For Sale,9.49,2019-09-05 22:59:38,"[Electro] VG+++ Vinyl is excellent, sounds fabulous!  Marker on center label..  Picture cover is also VG+++ excellent, glossy with minimal wear.  Now stored in plastic sleeve. JAMZ!",Very Good Plus (VG+),Very Good Plus (VG+),Y,extra copy VG/VG+ at $7,0,1,0.0,
687974062,Buc Fifty,Metal's Advocate,Battle Axe Records,BX 1002,"12""",303979,For Sale,9.49,2019-09-05 22:59:38,[J-Anonymous][hiphop] DOUBLES! Both Vinyl are VG+++ with minimal marks.. Cleaned and play tested! Clean center labels with some finger rub. Picture cover is also VG+++ nice with minimal wear. DOUBLES! 2 platters in one sleeve!! ,Very Good Plus (VG+),Very Good Plus (VG+),Y,,0,1,0.0,
687974144,"Cc (8), Golden Donna",CGI001,CGI Records (3),CGI001,"12""",4945467,Draft,10.79,2019-09-05 22:59:38,[Techno2] [Wall] New Item! Unmarked and plays perfect! Generic black cover is also excellent with minor shelf rub.  Awesome Tracks!  ,Mint (M),Generic,Y,1/2 copies.,0,1,0.0,
687974063,Craig Alexander,Power Of The Groove,Dust Traxx,DTX018,"12""",9899,For Sale,9.49,2019-09-05 22:59:38,"[House-Disco]  VG++ Vinyl is clean excellent, minimal sweep marks, fully play tested and sounds fantastic! Dust Traxx cover is also VG+ nice stored in plastic sleeve.  Bumpin Disco-House goodies!",Very Good Plus (VG+),Very Good Plus (VG+),Y,,0,1,0.0,
687974050,Johnny Cash,Playlist: The Very Best Of Johnny Cash,"Columbia, Legacy",88697 27454 2,"CD, Comp, Enh",7344660,Draft,6.49,2019-09-05 22:59:38,"Like New! Disc and inserts are Like New! Clean jewel case. No cuts, holes, markings or indents! Word! confirmed issue! ",Near Mint (NM or M-),Near Mint (NM or M-),Y,,0,1,0.0,
687974065,The Last Emperor,Echo Leader / Charlie / Rap Tyranny,Hi-Rise Records,HR 007,"12""",768486,For Sale,9.49,2019-09-05 22:59:38,[J-Anonymous][hiphop] DOUBLES! Both Vinyl are VG++ with minor marks.. Cleaned and play tested! Juggle stickers on B-side labels. Picture cover is also VG++ nice with minor wear. DOUBLES! 2 platters in one sleeve!! ,Very Good Plus (VG+),Very Good Plus (VG+),Y,,0,1,0.0,
687974116,Liquid Dope,Dope Goes Back,"Not On Label (Kenny ""Dope"" Gonzalez)",GB-090,"12""",333295,Draft,9.49,2019-09-05 22:59:38,[MAW] KENNY DOPE!!!  Vinyl is Like New!  Play tested and sounds fantastic!  Classic MAW sound!  ILL Mash-Up!  Unmarked white labels.  White cover is also sharp and clean!    ,Near Mint (NM or M-),Generic,Y,,0,1,0.0,
687974111,Martin Accorsi,Immersed / Feedback Inhibition,Yoshitoshi Recordings,YR066,"2x12""",39671,For Sale,8.49,2019-09-05 22:59:38,[House-Progressive] Like New Item!  Both vinyl are unmarked excellent.  Yoshi cover is also excellent!  ,Near Mint (NM or M-),Near Mint (NM or M-),Y,,0,2,0.0,
687974066,Mathematics,Here & Now / Backdraft,Social Studies,SOSTUD001,"12"", W/Lbl",3622908,For Sale,9.49,2019-09-05 22:59:38,[DNB2] Vinyl is LIKE NEW!  Side A! Here & Now!!  Beautiful Track!!  Rare Promo with Screen-Printed cover.  Dont Sleep!!  ,Near Mint (NM or M-),Very Good Plus (VG+),Y,,0,1,0.0,
687974051,Non-Prophets,Damage,Lex Records,LEX026P,"12"", Promo, W/Lbl",1519865,For Sale,6.49,2019-09-05 22:59:38,[HipHop] Like New! Vinyl is clean shiny excellent. sounds great! Clean unmarked white center labels. Black slim cover with banner hype sticker is also VG+++ stored in plastic sleeve.  Joe Beats! Sage Francis!  MF Doom Remix!  Slug!  Brother Ali!  Rhymesayers! ,Near Mint (NM or M-),Generic,Y,,0,1,0.0,
687974067,Pete Rock With Inspectah Deck & Kurupt,Tru Master,Loud Records,07863-65568-1,"12""",218088,Draft,9.49,2019-09-05 22:59:38,[J-Anonymous hiphop] DOUBLES! Both Vinyl are VG+ nice with minor surface sweep marks.. Cleaned and play tested! Clean center labels with juggle stickers.  Picture cover is also VG/VG+ nice with some rub-edge wear.. DOUBLES! 2 platters in one sleeve.,Very Good (VG),Very Good (VG),Y,,0,1,0.0,
687974070,Rahzel,All I Know,MCA Records,MCA 12-55543,"12""",227579,For Sale,9.49,2019-09-05 22:59:38,[J-Anonymous][hiphop] DOUBLES! Both Vinyl are VG+ with minor marks.. Cleaned and play tested! Juggle stickers on A-side labels. Picture cover is also VG+ nice with minor wear. DOUBLES! 2 platters in one sleeve!! ,Very Good Plus (VG+),Very Good Plus (VG+),Y,,0,1,0.0,
687974072,Various,Def Jam's How To Be A Player Soundtrack,Def Jam Recordings,P2 37973,"CD, Comp, Club, CRC",6195501,For Sale,9.49,2019-09-05 22:59:38,"VG+ Disc is nice with minor surface marks.. inserts are Like New! Clean jewel case. No cuts, holes, markings or indents! Word! confirmed CRC issue!",Very Good Plus (VG+),Near Mint (NM or M-),Y,,0,1,0.0,
687974073,Various,Project X Best Of 1997,X-Mix,PX-97,"2x12""",3040445,For Sale,9.49,2019-09-05 22:59:38,[House27] New! Still Factory Sealed with hype Sheet! Picture Cover is Sharp under shrink wrap! ,Mint (M),Mint (M),Y,2 copies - one open,0,2,0.0,
687974362,Adrian Forciniti,Swedish Royal Ass-iieed,Dizzy Tunes,dizzy018,"12""",11673866,Draft,13.79,2019-09-05 22:59:39,[House-Acid] New Item!  Sharp!  Generic cover.  Word.  ILL Trax!!,Mint (M),Mint (M),Y,,0,1,0.0,
687974358,AKASE,Rust,!K7 Records,K7321EP1,"12""",7170965,Draft,10.79,2019-09-05 22:59:39,[House-Tech]   New Item! Factory Sealed!  Sharp!  Nice Vocal Tech-House Bass.   Midland Remix is Fantastic tech remix!,Mint (M),Mint (M),Y,,0,1,0.0,
690916289,Alex Gopher,Aurora,Go 4 Music,GO4.09EP,"12"", EP",1476554,For Sale,8.49,2019-09-05 22:59:39,"[TDer-Electro] VG++ Vinyl is very nice with minimal surface marks.  Plays and Sounds great!  Clean center labels. Picture cover is also VG-VG+ nice with minor rub and edge wear, stored in plastic sleeve.",Very Good Plus (VG+),Very Good Plus (VG+),Y,,0,1,0.0,
687974227,The Away Team (2),National Anthem,6 Hole Records,6HR-010-1,"2xLP, Album",471179,For Sale,9.49,2019-09-05 22:59:39,"[HipHop-LP]  VG+++ Both vinyl are clean excellent, play tested and sounds fantastic! Includes insert, Like New!!  Picture cover is also VG+++ with barely worn corners. stored in plastic sleeve.  East Coast NC Digz!!  producer Khrysis and MC Sean Boog. Justus League!!  Smif-M-Wessun!!  If you Dig Brother Ali, peep this!  ",Very Good Plus (VG+),Very Good Plus (VG+),Y,,0,2,0.0,
687974204,Bangers & Cash,Pu$$y,Downtown Music,DWT 70027,"12"", Single",1266066,For Sale,6.49,2019-09-05 22:59:39,[Ghetto]  New Item!  Picture cover is SHARP!  with black hype sticker in shrink wrap! Spank Rock!! Benny Blanco!! ,Mint (M),Mint (M),Y,,0,1,0.0,
687974219,Beatconductor,Off The Meter EP,Dicey Records Ltd.,DICEY003,"12"", EP, Promo",600557,For Sale,8.49,2019-09-05 22:59:39,"[Downtempo] New Item!  White paper sleeve as issued.  stored in plastic sleeve.  ILL Funk-Jazz Hip-Hop Breaks.  If you like The Roots, Common, Ninja Tune, Dig this!  ",Mint (M),Not Graded,Y,,0,1,0.0,
687974205,C + C Music Factory / Jim Carrey,Boriqua Anthem / Cuban Pete,Not On Label,BC 63,"12"", Promo, Unofficial",3426530,For Sale,6.49,2019-09-05 22:59:39,[House-Latin] WORD!  Fun Stuff!  Vinyl is like new and sounds great!  Generic black cover is sharp in open shrink wrap.  Jim Carrey from The Mask!  C+C Remix!! ,Near Mint (NM or M-),Generic,Y,,0,1,0.0,
687974250,Color Plus,Color Plus EP,Vanity Press Records,VPR 08,"12"", EP",11282658,Draft,11.79,2019-09-05 22:59:39,[VanityPress] New Item!  ILL Trax!! Generic white cover is sharp!  Juke Dat BASS!  ,Mint (M),Generic,Y,2 copies,0,1,0.0,
687974228,Derrick Carter,Squaredancing In A Roundhouse,Classic,CMCCD106,"CD, Album",59648,For Sale,9.49,2019-09-05 22:59:39,"VG+++ Complete! Includes slip cover! Disc is truly -NM and the inserts are also Like New. Clean jewel case. No Cracks, Cuts, Holes or Markings. With Chris Nazuka, Chez Damier and D J Bang!! Rare in the US!! ",Very Good Plus (VG+),Very Good Plus (VG+),Y,,0,1,0.0,
687974396,DJ Bang,The This'n That E.P.,Greenskeepers Music,GKM028,"12"", EP",1754368,Sold,13.79,2019-09-05 22:59:39,[DerrickCarter] New Item! Factory Sealed..  SHARP!  Picture cover.  THE Derrick Carter - Chicago! ,Mint (M),Mint (M),Y,,0,1,0.0,
